Folder,Image,Label,Area,Perimeter,Circularity,Aspect_Ratio,,,,,,,,,,,,,,
8,5,4,58,281.421,0.920288,111.111,,,,,,,,,,,,,,
8,5,5,141,511.127,0.678221,1,,,,,,,,,,,,,,
9,1,1,90,38,0.783223,0.4,,,,,,,,,,,,,,
9,1,2,8,8,15.708,0.5,,,,,,,,,,,,,,
9,1,3,27,174.142,111.883,1.75,,,,,,,,,,,,,,
9,1,4,18,14,115.405,2,,,,,,,,,,,,,,
9,1,5,48,24,10.472,0.75,,,,,,,,,,,,,,
9,1,6,18,14,115.405,2,,,,,,,,,,,,,,
9,1,10,26,188.284,0.921627,1.4,,,,,,,,,,,,,,
9,1,11,18,14,115.405,0.5,,,,,,,,,,,,,,
9,1,12,30,182.426,113.281,1,,,,,,,,,,,,,,
9,1,13,9,8,176.715,1,,,,,,,,,,,,,,
9,1,14,29,196.569,0.943148,116.667,,,,,,,,,,,,,,
9,2,1,65,298.995,0.913683,111.111,,,,,,,,,,,,,,
9,2,2,28,168.284,124.246,0.833333,,,,,,,,,,,,,,
9,2,3,72,328.284,0.839542,1.375,,,,,,,,,,,,,,
9,2,6,12,10,150.796,133.333,,,,,,,,,,,,,,
9,2,7,18,14,115.405,0.5,,,,,,,,,,,,,,
9,3,1,9,8,176.715,1,,,,,,,,,,,,,,
9,3,2,41,230.711,0.967962,114.286,,,,,,,,,,,,,,
9,3,3,9,8,176.715,1,,,,,,,,,,,,,,
9,3,4,55,293.137,0.804324,111.111,,,,,,,,,,,,,,
9,3,5,12,10,150.796,0.75,,,,,,,,,,,,,,
9,3,6,9,8,176.715,1,,,,,,,,,,,,,,
9,3,7,9,8,176.715,1,,,,,,,,,,,,,,
9,3,8,19,134.142,132.688,0.8,,,,,,,,,,,,,,
9,3,9,9,8,176.715,1,,,,,,,,,,,,,,
9,3,10,15,12,1.309,166.667,,,,,,,,,,,,,,
9,3,11,11,941.421,155.968,133.333,,,,,,,,,,,,,,
9,4,1,6,6,209.439,0.666667,,,,,,,,,,,,,,
9,4,2,9,8,176.715,1,,,,,,,,,,,,,,
9,4,3,9,8,176.715,1,,,,,,,,,,,,,,
9,4,4,12,10,150.796,133.333,,,,,,,,,,,,,,
9,4,5,42,230.711,0.991571,114.286,,,,,,,,,,,,,,
9,4,6,9,8,176.715,1,,,,,,,,,,,,,,
9,5,1,31,222.426,0.787406,0.555556,,,,,,,,,,,,,,
9,5,2,42,244.853,0.880337,1,,,,,,,,,,,,,,
9,5,3,9,8,176.715,1,,,,,,,,,,,,,,
9,5,4,100,424.853,0.696198,0.923077,,,,,,,,,,,,,,
10,1,1,42,22,109.047,0.857143,,,,,,,,,,,,,,
10,1,2,25,194.142,0.833509,3,,,,,,,,,,,,,,
10,1,3,6,6,209.439,1.5,,,,,,,,,,,,,,
10,1,4,22,154.142,116.356,1.5,,,,,,,,,,,,,,
10,1,5,39,208.284,11.297,116.667,,,,,,,,,,,,,,
10,1,6,41,216.569,109.851,1,,,,,,,,,,,,,,
10,1,11,9,8,176.715,1,,,,,,,,,,,,,,
10,1,12,12,10,150.796,133.333,,,,,,,,,,,,,,
10,1,13,12,10,150.796,0.75,,,,,,,,,,,,,,
10,1,14,19,134.142,132.688,1.25,,,,,,,,,,,,,,
10,1,15,44,222.426,111.761,1,,,,,,,,,,,,,,
10,1,16,30,18,116.355,0.833333,,,,,,,,,,,,,,
10,1,17,9,8,176.715,1,,,,,,,,,,,,,,
10,1,18,33,196.569,107.324,0.857143,,,,,,,,,,,,,,
10,1,19,12,10,150.796,0.75,,,,,,,,,,,,,,
10,1,20,34,194.142,113.357,1.4,,,,,,,,,,,,,,
10,1,21,15,12,1.309,166.667,,,,,,,,,,,,,,
10,1,22,9,8,176.715,1,,,,,,,,,,,,,,
10,1,23,23,154.142,121.645,1.5,,,,,,,,,,,,,,
10,1,24,48,244.853,10.061,128.571,,,,,,,,,,,,,,
10,1,25,42,250.711,0.839679,0.6,,,,,,,,,,,,,,
10,1,26,9,8,176.715,1,,,,,,,,,,,,,,
10,1,27,36,202.426,110.402,0.857143,,,,,,,,,,,,,,
10,1,28,15,12,1.309,0.6,,,,,,,,,,,,,,
10,1,29,35,202.426,107.336,0.625,,,,,,,,,,,,,,
10,1,30,12,10,150.796,133.333,,,,,,,,,,,,,,
10,1,31,30,242.426,0.641462,1.5,,,,,,,,,,,,,,
10,1,32,38,208.284,110.073,116.667,,,,,,,,,,,,,,
10,1,33,15,12,1.309,0.6,,,,,,,,,,,,,,
10,1,34,36,190.711,124.383,0.857143,,,,,,,,,,,,,,
10,1,35,72,398.995,0.568339,1.875,,,,,,,,,,,,,,
10,1,36,23,182.426,0.868485,1,,,,,,,,,,,,,,
10,1,37,9,8,176.715,1,,,,,,,,,,,,,,
10,1,38,15,12,1.309,0.6,,,,,,,,,,,,,,
10,1,39,12,10,150.796,0.75,,,,,,,,,,,,,,
10,1,40,6,6,209.439,1.5,,,,,,,,,,,,,,
10,2,1,29,182.426,109.505,1,,,,,,,,,,,,,,
10,2,2,175,603.848,0.603105,1.25,,,,,,,,,,,,,,
10,2,3,36,204.853,107.802,1,,,,,,,,,,,,,,
10,2,4,15,12,1.309,166.667,,,,,,,,,,,,,,
10,2,5,41,222.426,104.141,133.333,,,,,,,,,,,,,,
10,2,6,9,8,176.715,1,,,,,,,,,,,,,,
10,2,7,18,14,115.405,2,,,,,,,,,,,,,,
10,2,8,35,216.569,0.93775,0.555556,,,,,,,,,,,,,,
10,2,9,9,8,176.715,1,,,,,,,,,,,,,,
10,2,10,50,296.569,0.714381,1,,,,,,,,,,,,,,
10,2,11,15,114.142,14.468,1,,,,,,,,,,,,,,
10,2,12,29,174.142,120.171,1.2,,,,,,,,,,,,,,
10,2,13,11,941.421,155.968,0.75,,,,,,,,,,,,,,
10,2,15,44,236.569,0.987981,0.875,,,,,,,,,,,,,,
10,2,16,30,182.426,113.281,1.4,,,,,,,,,,,,,,
10,2,17,59,293.137,0.86282,111.111,,,,,,,,,,,,,,
10,2,18,6,6,209.439,0.666667,,,,,,,,,,,,,,
10,2,19,8,8,15.708,2,,,,,,,,,,,,,,
10,3,1,18,14,115.405,2,,,,,,,,,,,,,,
10,3,2,12,10,150.796,133.333,,,,,,,,,,,,,,
10,3,3,12,10,150.796,133.333,,,,,,,,,,,,,,
10,3,4,31,188.284,109.886,1.4,,,,,,,,,,,,,,
10,3,5,18,14,115.405,0.5,,,,,,,,,,,,,,
10,3,6,21,154.142,111.067,1,,,,,,,,,,,,,,
10,3,7,63,284.853,0.975684,0.8,,,,,,,,,,,,,,
10,3,8,43,282.426,0.677435,183.333,,,,,,,,,,,,,,
10,3,9,12,10,150.796,0.75,,,,,,,,,,,,,,
10,3,10,18,14,115.405,0.5,,,,,,,,,,,,,,
10,3,11,30,202.426,0.920019,1.6,,,,,,,,,,,,,,
10,3,12,37,204.853,110.797,133.333,,,,,,,,,,,,,,
10,3,15,15,12,1.309,0.6,,,,,,,,,,,,,,
10,3,16,12,10,150.796,133.333,,,,,,,,,,,,,,
10,4,1,15,12,1.309,166.667,,,,,,,,,,,,,,
10,4,2,12,10,150.796,133.333,,,,,,,,,,,,,,
10,4,3,51,248.284,103.964,0.875,,,,,,,,,,,,,,
10,4,4,12,10,150.796,133.333,,,,,,,,,,,,,,
10,4,5,9,8,176.715,1,,,,,,,,,,,,,,
10,4,6,9,8,176.715,1,,,,,,,,,,,,,,
10,4,7,12,10,150.796,0.75,,,,,,,,,,,,,,
10,5,1,22,168.284,0.976215,0.833333,,,,,,,,,,,,,,
10,5,3,15,12,1.309,166.667,,,,,,,,,,,,,,
10,5,4,6,6,209.439,1.5,,,,,,,,,,,,,,
10,6,1,15,12,1.309,166.667,,,,,,,,,,,,,,
10,6,2,69,382.426,0.592875,1.2,,,,,,,,,,,,,,
10,6,5,9,8,176.715,1,,,,,,,,,,,,,,
11,1,1,26,162.426,123.843,1.2,,,,,,,,,,,,,,
11,1,6,9,8,176.715,1,,,,,,,,,,,,,,
11,1,7,9,8,176.715,1,,,,,,,,,,,,,,
11,1,8,27,168.284,119.808,1.2,,,,,,,,,,,,,,
11,1,9,12,10,150.796,0.75,,,,,,,,,,,,,,
11,1,10,9,8,176.715,1,,,,,,,,,,,,,,
11,1,11,34,196.569,110.576,0.857143,,,,,,,,,,,,,,
11,1,12,46,236.569,103.289,114.286,,,,,,,,,,,,,,
11,1,13,21,16,103.084,0.428571,,,,,,,,,,,,,,
11,1,14,8,8,15.708,0.5,,,,,,,,,,,,,,
11,1,15,9,8,176.715,1,,,,,,,,,,,,,,
11,1,16,44,250.711,0.879664,1,,,,,,,,,,,,,,
11,1,17,19,134.142,132.688,1.25,,,,,,,,,,,,,,
11,1,18,55,250.711,109.958,1,,,,,,,,,,,,,,
11,1,19,39,208.284,11.297,116.667,,,,,,,,,,,,,,
11,1,20,59,278.995,0.952509,1.25,,,,,,,,,,,,,,
11,1,21,56,250.711,111.957,128.571,,,,,,,,,,,,,,
11,1,22,18,128.284,137.447,0.8,,,,,,,,,,,,,,
11,1,23,12,10,150.796,133.333,,,,,,,,,,,,,,
11,1,24,12,10,150.796,133.333,,,,,,,,,,,,,,
11,1,25,18,14,115.405,0.5,,,,,,,,,,,,,,
11,1,26,9,8,176.715,1,,,,,,,,,,,,,,
11,1,27,44,230.711,103.879,114.286,,,,,,,,,,,,,,
11,1,28,6,6,209.439,0.666667,,,,,,,,,,,,,,
11,1,29,67,284.853,103.763,1.25,,,,,,,,,,,,,,
11,1,30,58,324.853,0.69066,0.666667,,,,,,,,,,,,,,
11,1,31,39,208.284,11.297,116.667,,,,,,,,,,,,,,
11,1,32,55,253.137,10.786,1.125,,,,,,,,,,,,,,
11,1,33,6,6,209.439,1.5,,,,,,,,,,,,,,
11,1,34,6,6,209.439,1.5,,,,,,,,,,,,,,
11,2,1,25,188.284,0.88618,3,,,,,,,,,,,,,,
11,2,2,6,6,209.439,1.5,,,,,,,,,,,,,,
11,2,3,53,264.853,0.94946,1.125,,,,,,,,,,,,,,
11,2,4,69,322.426,0.834061,0.727273,,,,,,,,,,,,,,
11,2,5,41,222.426,104.141,1,,,,,,,,,,,,,,
11,2,6,6,6,209.439,0.666667,,,,,,,,,,,,,,
11,2,7,26,182.426,0.981766,1,,,,,,,,,,,,,,
11,2,8,33,228.284,0.795741,1.8,,,,,,,,,,,,,,
11,2,9,45,230.711,10.624,1.5,,,,,,,,,,,,,,
11,2,10,28,188.284,0.992521,1,,,,,,,,,,,,,,
11,2,11,36,20,113.097,1,,,,,,,,,,,,,,
11,2,12,54,270.711,0.925961,1.125,,,,,,,,,,,,,,
11,2,13,33,188.284,116.976,0.714286,,,,,,,,,,,,,,
11,2,14,15,114.142,14.468,1,,,,,,,,,,,,,,
11,2,15,24,16,11.781,0.666667,,,,,,,,,,,,,,
11,2,16,9,8,176.715,1,,,,,,,,,,,,,,
11,2,17,12,10,150.796,133.333,,,,,,,,,,,,,,
11,2,18,9,8,176.715,1,,,,,,,,,,,,,,
11,2,19,12,10,150.796,0.75,,,,,,,,,,,,,,
11,2,20,9,8,176.715,1,,,,,,,,,,,,,,
11,2,21,9,8,176.715,1,,,,,,,,,,,,,,
11,2,23,28,222.426,0.711206,1,,,,,,,,,,,,,,
11,2,25,40,22,103.854,0.625,,,,,,,,,,,,,,
11,2,26,26,176.569,104.799,1,,,,,,,,,,,,,,
11,2,27,9,8,176.715,1,,,,,,,,,,,,,,
11,2,29,47,264.853,0.841974,142.857,,,,,,,,,,,,,,
11,2,30,12,10,150.796,133.333,,,,,,,,,,,,,,
11,2,31,12,10,150.796,0.75,,,,,,,,,,,,,,
11,2,32,41,236.569,0.920619,0.875,,,,,,,,,,,,,,
11,2,33,21,16,103.084,233.333,,,,,,,,,,,,,,
11,2,34,24,156.569,12.303,1.2,,,,,,,,,,,,,,
11,2,35,33,208.284,0.955896,0.857143,,,,,,,,,,,,,,
11,2,36,18,128.284,137.447,0.8,,,,,,,,,,,,,,
11,2,37,57,250.711,113.956,1,,,,,,,,,,,,,,
11,3,1,6,6,209.439,1.5,,,,,,,,,,,,,,
11,3,2,18,14,115.405,2,,,,,,,,,,,,,,
11,3,3,24,16,11.781,0.666667,,,,,,,,,,,,,,
11,3,4,53,270.711,0.908814,0.7,,,,,,,,,,,,,,
11,3,5,39,216.569,104.492,1,,,,,,,,,,,,,,
11,3,6,18,14,115.405,0.5,,,,,,,,,,,,,,
11,3,7,30,18,116.355,1.2,,,,,,,,,,,,,,
11,3,8,36,20,113.097,1,,,,,,,,,,,,,,
11,3,10,20,14,128.228,1.25,,,,,,,,,,,,,,
11,3,11,12,10,150.796,0.75,,,,,,,,,,,,,,
11,3,12,31,208.284,0.897963,0.625,,,,,,,,,,,,,,
11,3,13,9,8,176.715,1,,,,,,,,,,,,,,
11,3,14,43,242.426,0.91943,1.5,,,,,,,,,,,,,,
11,3,15,6,6,209.439,0.666667,,,,,,,,,,,,,,
11,3,16,9,8,176.715,1,,,,,,,,,,,,,,
11,3,17,50,230.711,118.044,114.286,,,,,,,,,,,,,,
11,3,18,56,258.995,10.491,1.125,,,,,,,,,,,,,,
11,3,19,9,8,176.715,1,,,,,,,,,,,,,,
11,3,20,12,10,150.796,0.75,,,,,,,,,,,,,,
11,3,21,9,8,176.715,1,,,,,,,,,,,,,,
11,3,22,27,194.142,0.90019,1,,,,,,,,,,,,,,
11,4,1,6,6,209.439,1.5,,,,,,,,,,,,,,
11,4,2,9,8,176.715,1,,,,,,,,,,,,,,
11,4,3,12,10,150.796,133.333,,,,,,,,,,,,,,
11,4,4,41,244.853,0.859377,0.777778,,,,,,,,,,,,,,
11,4,6,9,8,176.715,1,,,,,,,,,,,,,,
11,5,1,12,10,150.796,0.75,,,,,,,,,,,,,,
11,5,2,24,16,11.781,1.5,,,,,,,,,,,,,,
11,5,3,12,10,150.796,133.333,,,,,,,,,,,,,,
11,6,1,9,8,176.715,1,,,,,,,,,,,,,,
11,6,2,9,8,176.715,1,,,,,,,,,,,,,,
11,6,3,6,6,209.439,0.666667,,,,,,,,,,,,,,
11,6,4,36,256.569,0.687235,0.777778,,,,,,,,,,,,,,
